,instruction,input,output,predict
10,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'/productID': '[wah1313ba0868]', 'brand': 'Tag Heuer', 'category': 'Jewelry', 'description': '  \""Tag Heuer Formula 1 WAH1313.BA0868\"" WAH1313.BA0868 Watch | Watchfinder & Co.\""  \""This Tag Heuer ha', 'title': 'Tag Heuer Formula 1 WAH1313.BA0868', 'color': '', 'gender': '', 'sku': 'WAH1313.BA0868', 'diameter': ''}""

Entity 2:""{'title': 'TAG Heuer Carrera Calibre 1887 Automatic Chronograph 100 M', 'brand': 'TAG Heuer', 'color': '100 M', 'gender': 'M', 'sku': 'CAR2A10.BA0799', 'diameter': '43 mm', 'description': '  \"" TAG HEUER CARRERA Calibre 1887 Automatic Chronograph 100 M - \u220543 mm CAR2A10.BA0799 \""@en-gb \""TAG '}""",,{'Output': 'mismatch'}," {""Output"": ""mismatch""}"
11,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'/sku': '[8414aw136004e]', '/mpn': '[aw136004e]', '/gtin13': '[4974374235930]', 'brand': 'Citizen', 'category': 'Jewelry', 'grupo objetivo:': 'Hombres', 'Diametro:': '45 mm', 'grosor:': '13 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Plateado', 'cristal:': 'Cristal mineral', 'Material:': 'Acero inoxidable', 'description': '  \""Citizen Eco-Drive Aviator Pilots Black 100m Gents Sports Leather Watch AW1360-04E \""@en | Dutyfree', 'title': 'Citizen Eco-Drive Aviator Pilots Black 100m Gents Sports Leather Watch AW1360-04E', 'color': 'Black', 'gender': 'Gents', 'sku': 'AW1360-04E', 'diameter': '100m'}""

Entity 2:""{'title': '  \""The C45 SS Gunmetal / Aqua Sunray Reloj para hombre\""@es \""Nixon The hombre nur 199 00 \u20ac\""@es', 'sku': {'title': '  \""The C45 SS Gunmetal / Aqua Sunray Reloj para hombre\""@es \""Nixon The hombre nur 199 00 \u20ac\""@es', 'sku': nan}, 'description': '  \""The C45 SS Gunmetal / Aqua Sunray Reloj para hombre\""@es \""Nixon The hombre nur 199 00 \u20ac\""@es'}""",,{'Output': 'mismatch'}," {""Output"": ""mismatch""}"
12,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'/sku': '[dw00100133]', 'category': 'Jewelry', 'description': '  \""Unisex Daniel Wellington klassisch Schwarz Sheffield Uhr 40mm DW00100133\""@de', 'title': '  \""Unisex Daniel Wellington klassisch Schwarz Sheffield Uhr 40mm DW00100133\""@de', 'sku': {'title': '  \""Unisex Daniel Wellington klassisch Schwarz Sheffield Uhr 40mm DW00100133\""@de', 'sku': \""['dw00100133']\""}}""

Entity 2:""{'title': 'Classic Black Bristol Silver 36mm', 'brand': 'Daniel Wellington', 'color': 'black', 'gender': 'unisex', 'sku': '1632 DW00100143', 'diameter': '36mm', 'description': '  \""Classic Black Bristol Silver 36mm\""@de 20 \u20ac\""@de \""Daniel Wellington Classic 36mm nur 135  \"" Artikel'}""",,{'Output': 'mismatch'}," {""Output"": ""mismatch""}"
13,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'/productID': '[nixa2861062]', 'category': 'Jewelry', 'description': '  \""Nixon Shutter Ladies Quartz Watch - A2861062\""@en A2861062 Watches\""@en  \""Nixon Shutter Ladies Quar', 'title': '  \""Nixon Shutter Ladies Quartz Watch - A2861062\""@en A2861062 Watches\""@en  \""Nixon Shutter Ladies Quar', 'sku': {'title': '  \""Nixon Shutter Ladies Quartz Watch - A2861062\""@en A2861062 Watches\""@en  \""Nixon Shutter Ladies Quar', 'sku': \""['nixa2861062']\""}}""

Entity 2:""{'title': '  \""Cartier Rotonde De Cartier Watch W1556214\"" \""Shop W1556229 Watches | Northeastern Fine Jewelry\""  \""', 'sku': {'title': 'The Crew All Black', 'brand': 'Nixon', 'color': 'All Black', 'gender': '', 'sku': 'The Black A1186-001', 'diameter': '\u20ac 199.00'}, 'description': '  \""Cartier Rotonde De Cartier Watch W1556214\"" \""Shop W1556229 Watches | Northeastern Fine Jewelry\""  \""'}""",,{'Output': 'mismatch'}," {""Output"": ""mismatch""}"
14,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'/sku': '[dw00100003]', 'category': 'Jewelry', 'description': '  \"" Daniel Wellington Men\\'s Cambridge 40mm Watch\""@en \""Men\\'s Watch (DW00100003) - WATCH SHOP.com\u2122\""@en', 'title': \""Daniel Wellington Men's Cambridge 40mm Watch\"", 'brand': 'Daniel Wellington', 'color': 'PVD rose plating', 'gender': \""Men's\"", 'sku': 'DW00100003', 'diameter': '40mm'}""

Entity 2:""{'title': \""Daniel Wellington Men's Cambridge 40mm Watch\"", 'brand': 'Daniel Wellington', 'color': 'PVD rose plating', 'gender': \""Men's\"", 'sku': 'DW00100003', 'diameter': '40mm', 'description': '  \"" Daniel Wellington Men\\'s Cambridge 40mm Watch\""@en \""Men\\'s Watch (DW00100003) - WATCH SHOP.com\u2122\""@en'}""",,{'Output': 'match'}," {""Output"": ""match""}"
15,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'/sku': '[1319srp775k1]', '/mpn': '[srp775k1]', '/gtin13': '[4954628198600]', 'brand': 'Seiko', 'category': 'Jewelry', 'Tipo:': 'Reloj de buceo', 'grupo objetivo:': 'Hombres', 'Diametro:': '45 mm', 'grosor:': '13 mm', 'Forma:': 'Redondo', 'Color de la carcasa:': 'Plateado', 'cristal:': 'Cristal mineral', 'Material:': 'Acero inoxidable', 'description': '  \""Seiko SRP775K1 Prospex Mar Diver\\'s\""@en \""Prospex Sea Seiko Automatic Diver\\'s SRP775K1\""@en  \""Seiko ', 'title': \""Seiko SRP775K1 Prospex Mar Diver's\"", 'color': '200 m cal. 4R36', 'gender': 'Men', 'sku': 'SRP775K1', 'diameter': ''}""

Entity 2:""{'title': 'Kinetic GMT Diver\u00b4s Reloj para hombre', 'brand': 'Seiko', 'color': 'silver', 'gender': 'hombre', 'sku': 'SUN021P1', 'diameter': 'nur 599', 'description': '  \""Kinetic GMT Diver\u00b4s Reloj para hombre\""@es 00 \u20ac\""@es \""Seiko Kinetic hombre SUN021P1 nur 599'}""",,{'Output': 'mismatch'}," {""Output"": ""mismatch""}"
16,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'/sku': '[dw00100035]', 'category': 'Jewelry', 'description': '  \""St. Mawes Rosegold Damenuhr 36mm\""@de \""Daniel Wellington St. 36mm nur 169 00 \u20ac\""@de  \"" Artikel-Nr.:', 'title': '', 'brand': '', 'color': 'ros\u00e9-goldfarben', 'gender': '', 'sku': '1693 DW00100035', 'diameter': 'ca. 36 mm'}""

Entity 2:""{'title': 'Bristol Rose Gold Ladies\u00b4 Watch 36mm', 'brand': 'Daniel Wellington', 'color': 'Rose Gold', 'gender': 'Ladies', 'sku': '36mm', 'diameter': '36mm', 'description': '  \""Bristol Rose Gold Ladies\u00b4 Watch 36mm\""@en \""Daniel Wellington Bristol 36mm nur \u20ac 169.00\""@en'}""",,{'Output': 'mismatch'}," {""Output"": ""mismatch""}"
17,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'/productID': '[nixa2861062]', 'category': 'Jewelry', 'description': '  \""Nixon Shutter Ladies Quartz Watch - A2861062\""@en A2861062 Watches\""@en  \""Nixon Shutter Ladies Quar', 'title': '  \""Nixon Shutter Ladies Quartz Watch - A2861062\""@en A2861062 Watches\""@en  \""Nixon Shutter Ladies Quar', 'sku': {'title': '  \""Nixon Shutter Ladies Quartz Watch - A2861062\""@en A2861062 Watches\""@en  \""Nixon Shutter Ladies Quar', 'sku': \""['nixa2861062']\""}}""

Entity 2:""{'title': 'Bvlgari Bvlgari Watch BBL262TBSS 12.M', 'brand': 'Bvlgari', 'color': 'Stainless steel', 'gender': 'Ladies', 'sku': 'BBL262TWSPG 12.M', 'diameter': '', 'description': '  \""Bvlgari Bvlgari Watch BBL262TBSS 12.M\"" BBL262TWSPG 12.M | Dejaun Jewelers\""  \""<p> A fine watch mak'}""",,{'Output': 'mismatch'}," {""Output"": ""mismatch""}"
18,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'/sku': '[4233eqb500db2aer]', '/mpn': '[eqb500db2aer]', '/gtin13': '[4549526116568]', 'brand': '\""Casio\""@en', 'category': 'Jewelry', 'Typ:': 'Chronograph A chronograph is a stop watch. Most wr', 'Target Group:': 'Mens', 'housing diameter:': '48 mm', 'housing height:': '14 mm', 'Shape:': 'Round', 'housing color:': 'Silver', 'glass:': 'Mineral crystal', 'Material:': 'Stainless steel', 'description': '  \""Edifice Herrenuhr Solar Bluetooth\""@de \""Casio Edifice Bluetooth EQB-500DB-2AER nur 329 00 \u20ac\""@de  \""', 'title': '  \""Edifice Herrenuhr Solar Bluetooth\""@de \""Casio Edifice Bluetooth EQB-500DB-2AER nur 329 00 \u20ac\""@de  \""', 'sku': {'title': '  \""Edifice Herrenuhr Solar Bluetooth\""@de \""Casio Edifice Bluetooth EQB-500DB-2AER nur 329 00 \u20ac\""@de  \""', 'sku': \""['4233eqb500db2aer', 'eqb500db2aer']\""}}""

Entity 2:""{'title': 'Mens Casio G-Shock Alarm Chronograph Watch GA-800-1AER', 'brand': 'Casio', 'color': '1AER', 'gender': 'Mens', 'sku': 'GA-800-1AER', 'diameter': '', 'description': '  \"" Mens Casio G-Shock Alarm Chronograph Watch GA-800-1AER \""Sale | The Hut\""'}""",,{'Output': 'mismatch'}," {""Output"": ""mismatch""}"
19,"You are an expert in detecting if two text descriptions of entities refer to the same or different entities. You are well-known to examine the fine details and can find subtle matches or mismatches to help you arrive at the final judgement. 

Judge whether Entity 1 and Entity 2 are match or mismatch, and choose within the given Options.

Return in JSON format.

Options: [match,mismatch]

Output format example:{""Output"": """"}

Entity 1:""{'/sku': '[dw00100141]', 'category': 'Jewelry', 'description': '  \""Unisex Daniel Wellington klassisch Schwarz Reading Uhr 36mm DW00100141\""@de', 'title': 'Unisex Daniel Wellington klassisch Schwarz Reading Uhr 36mm DW00100141', 'brand': 'Daniel Wellington', 'color': 'Schwarz', 'gender': 'Unisex', 'sku': 'DW00100141', 'diameter': '36mm'}""

Entity 2:""{'title': '  \""Daniel Wellington Classic Lady Sheffield rose gold\""@nl-NL gold | 10:35 Horloge boetiek\""@nl-NL', 'sku': {'title': '  \""Daniel Wellington Classic Lady Sheffield rose gold\""@nl-NL gold | 10:35 Horloge boetiek\""@nl-NL', 'sku': nan}, 'description': '  \""Daniel Wellington Classic Lady Sheffield rose gold\""@nl-NL gold | 10:35 Horloge boetiek\""@nl-NL'}""",,{'Output': 'mismatch'}," {""Output"": ""mismatch""}"
